Project County,Project City,Gas Utility,Electric Utility,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Location_1_latitude,Location_1_Longitude,Project Completion Year,Project Completion Month,Project Completion Day,Age of Home
Westchester,Ossining,Consolidated Edison,Consolidated Edison,4560.0,Natural Gas,1957,2500,1,Home Performance,Single Family,Building Shell,422.0,6.0,5.236441962829949,0,41.159875,-73.861495,2021,8,31,64
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4941.0,Natural Gas,1953,1170,1,Home Performance,Single Family,Building Shell,2773.0,-1.0,5.529429087511423,0,43.16463,-77.64152,2020,9,29,67
Orleans,Kendall,New York State Electric & Gas,National Grid,6691.0,Propane,2001,938,1,Home Performance,Mobile,Building Shell,710.0,34.0,6.785587645007929,0,43.32133,-78.036045,2020,12,15,19
Erie,Angola,National Fuel Gas Distribution,National Grid,3614.0,Natural Gas,1921,1368,1,Home Performance,Single Family,Building Shell,443.0,15.0,5.062595033026967,0,42.6206618,-79.0914797,2020,1,28,99
Tioga,Candor,New York State Electric & Gas,New York State Electric & Gas,5546.0,Propane,1987,1092,1,Home Performance,Mobile,Building Shell,518.0,15.0,5.998936561946683,0,42.2287615,-76.3389059,2019,10,24,32
Herkimer,Frankfort,National Grid,National Grid,4412.0,Kerosene,1969,800,1,Home Performance,Mobile,Building Shell,510.0,17.0,6.049733455231958,0,43.033565,-75.068965,2021,2,16,52
Monroe,West Henrietta,Rochester Gas & Electric,Rochester Gas & Electric,4681.0,Natural Gas,2008,2016,1,Home Performance,Single Family,Building Shell,0.0,8.0,4.204692619390966,0,43.0368,-77.709515,2021,7,6,13
Erie,Kenmore,National Fuel Gas Distribution,National Grid,9292.0,Natural Gas,1911,1926,1,Home Performance,Single Family,Building Shell,0.0,84.0,6.42648845745769,0,42.964420003,-78.872034274,2021,4,20,110
Erie,Lackawanna,National Fuel Gas Distribution,National Grid,1520.0,Natural Gas,1928,2304,1,Home Performance,Single Family,Building Shell,0.0,7.0,4.007333185232471,0,42.820488763,-78.823528026,2021,1,12,93
Allegany,Alma,National Fuel Gas Distribution,National Grid,2300.0,Propane,2007,1568,1,Home Performance,Mobile,Building Shell,510.0,4.0,4.969813299576001,0,42.0110134,-78.0607454,2021,8,3,14
Oneida,Rome,National Grid,National Grid,6765.0,Natural Gas,1901,2017,1,Home Performance,Single Family,Building Shell,533.0,19.0,5.627621113690637,0,43.21118,-75.458425,2021,8,17,120
Oneida,Utica,National Grid,National Grid,7256.0,Oil,1904,1392,1,Home Performance,Single Family,Building Shell,510.0,47.0,6.776506992372183,0,43.09528,-75.22754,2020,1,7,116
Ulster,New Paltz,Central Hudson Gas & Electric,Central Hudson Gas & Electric,7492.0,Propane,1955,1248,1,Home Performance,Single Family,Building Shell,595.0,18.0,6.324358962381311,0,41.748125,-74.08094,2019,12,10,64
Queens,Queens,National Grid,Consolidated Edison,950.0,Natural Gas,1997,1820,1,Home Performance,Single Family,Building Shell,0.0,9.0,4.605170185988092,0,40.697715,-73.786045,2019,9,19,22
Livingston,Caledonia,Rochester Gas & Electric,National Grid,8660.0,Propane,1995,1350,1,Home Performance,Mobile,Building Shell,0.0,49.0,7.206377291472252,0,42.9703172,-77.8498331,2021,12,23,26
Erie,Orchard Park,National Fuel Gas Distribution,New York State Electric & Gas,1381.0,Natural Gas,1954,1266,1,Home Performance,Single Family,Building Shell,242.0,5.0,4.356708826689592,0,42.766185,-78.748205,2021,5,11,67
Wayne,Red Creek,Rochester Gas & Electric,Rochester Gas & Electric,5927.0,Oil,1916,1553,1,Home Performance,Single Family,Building Shell,0.0,55.0,6.910750787961936,0,43.2455012,-76.725241,2021,2,23,105
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4509.0,Natural Gas,1954,1140,1,Home Performance,Single Family,Building Shell,0.0,21.0,5.204006687076795,0,43.1983016,-77.6344761,2020,10,27,66
Oneida,Utica,National Grid,National Grid,9303.0,Natural Gas,1926,1825,1,Home Performance,Single Family,Building Shell,477.0,38.0,5.908082938168931,0,43.09528,-75.22754,2021,2,16,95
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,9621.0,Natural Gas,1932,951,1,Home Performance,Single Family,Building Shell,0.0,56.0,6.194405391104672,0,43.181935,-77.60976,2021,12,3,89
Steuben,Wayland,National Fuel Gas Distribution,New York State Electric & Gas,16470.0,Propane,1984,960,1,Home Performance,Mobile,Building Shell,-6320.0,84.0,7.138866999945524,0,42.566045,-77.593625,2021,12,14,37
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4503.0,Natural Gas,1941,1500,1,Home Performance,Single Family,Building Shell,1396.0,44.0,6.226536669287466,0,43.165865,-77.56504,2020,1,13,79
Erie,Lackawanna,National Fuel Gas Distribution,National Grid,1627.0,Natural Gas,1956,1296,1,Home Performance,Single Family,Building Shell,208.0,7.0,4.442651256490317,0,42.820488763,-78.823528026,2021,4,1,65
Erie,Buffalo,National Fuel Gas Distribution,National Grid,8766.0,Natural Gas,1937,1769,1,Home Performance,Single Family,Building Shell,0.0,29.0,5.5093883366279774,0,42.9681916,-78.7376476,2021,11,4,84
Westchester,Cortlandt,Consolidated Edison,Consolidated Edison,9425.0,Oil,1951,1710,1,Home Performance,Single Family,Building Shell,0.0,33.0,6.464588303689961,0,41.294220075,-73.894234688,2021,6,29,70
Cortland,Cortland,New York State Electric & Gas,National Grid,6244.0,Kerosene,1964,980,1,Home Performance,Mobile,Building Shell,0.0,38.0,6.75110146893676,0,42.600225,-76.18184,2020,3,19,56
Jefferson,Watertown,National Grid,National Grid,2971.0,Natural Gas,1902,1388,1,Home Performance,Single Family,Building Shell,510.0,21.0,5.442417710521793,0,43.9757948,-75.9049969,2020,1,6,118
Oneida,Clayville,National Grid,National Grid,4339.0,Natural Gas,1911,900,1,Home Performance,Single Family,Building Shell,0.0,16.0,4.912654885736052,0,42.97894,-75.24988,2021,5,20,110
Jefferson,Watertown,National Grid,National Grid,3692.0,Natural Gas,1915,1783,1,Home Performance,Single Family,Building Shell,510.0,14.0,5.111987788356544,0,43.9757948,-75.9049969,2019,12,3,104
Erie,South Wales,National Fuel Gas Distribution,New York State Electric & Gas,7444.0,Natural Gas,1961,1224,1,Home Performance,Single Family,Building Shell,460.0,31.0,5.58724865840025,0,42.709255,-78.57802,2021,4,20,60
Kings,Brooklyn,National Grid,Consolidated Edison,1361.0,Natural Gas,1964,2680,1,Home Performance,Single Family,Building Shell,208.0,5.0,4.564348191467836,0,40.632085,-73.99876,2021,9,16,57
Monroe,Irondequoit,Rochester Gas & Electric,Rochester Gas & Electric,4053.0,Natural Gas,1960,846,1,Home Performance,Single Family,Building Shell,713.0,18.0,5.389071729816501,0,43.202385,-77.56546,2020,3,18,60
Oneida,Rome,National Grid,National Grid,8009.0,Oil,1933,1400,1,Home Performance,Single Family,Building Shell,208.0,40.0,7.2305631534092925,0,43.21118,-75.458425,2021,5,4,88
Bronx,Bronx,Consolidated Edison,Consolidated Edison,7698.0,Natural Gas,1934,3087,3,Home Performance,Single Family,Building Shell,510.0,37.0,6.577861357721047,0,40.84871,-73.896125,2021,12,16,87
Oneida,Utica,National Grid,National Grid,3016.0,Natural Gas,1891,3244,1,Home Performance,Single Family,Building Shell,510.0,8.0,4.795790545596741,0,43.09528,-75.22754,2020,2,28,129
Onondaga,Baldwinsville,National Grid,National Grid,4055.0,Natural Gas,1962,1680,1,Home Performance,Single Family,Building Shell,510.0,18.0,5.293304824724492,0,43.18518,-76.29835,2019,12,16,57
Erie,Buffalo,National Fuel Gas Distribution,National Grid,3642.0,Natural Gas,1926,1100,1,Home Performance,Single Family,Building Shell,610.0,14.0,5.278114659230517,0,42.945525,-78.887125,2021,6,29,95
Wayne,Williamson,Rochester Gas & Electric,Rochester Gas & Electric,981.0,Natural Gas,1951,1200,1,Home Performance,Single Family,Building Shell,301.0,6.0,4.406719247264253,0,43.227735,-77.18993,2020,11,10,69
Queens,Queens,National Grid,Consolidated Edison,3165.0,Natural Gas,1937,1490,1,Home Performance,Single Family,Building Shell,0.0,20.0,5.442417710521793,0,40.665955,-73.77108,2020,1,6,83
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,9262.0,Natural Gas,1971,1678,1,Home Performance,Single Family,Building Shell,510.0,24.0,5.517452896464707,0,43.22041,-77.64325,2021,1,7,50
Herkimer,Herkimer,National Grid,National Grid,7244.0,Natural Gas,1841,3220,1,Home Performance,Single Family,Building Shell,0.0,47.0,5.971261839790462,0,43.026475,-74.98912,2020,2,21,179
Rockland,Spring Valley,Orange & Rockland,Orange & Rockland,7857.0,Natural Gas,1975,2666,1,Home Performance,Single Family,Building Shell,1605.0,24.0,6.335054251498059,0,41.1106286,-74.0448266,2021,10,14,46
Ulster,Shokan,Central Hudson Gas & Electric,Central Hudson Gas & Electric,11177.0,Oil,1946,1586,1,Home Performance,Single Family,Building Shell,494.0,47.0,6.927557906278317,0,41.9740931,-74.2192955,2021,8,12,75
Kings,Brooklyn,National Grid,Consolidated Edison,8032.0,Natural Gas,1956,1896,1,Home Performance,Single Family,Building Shell,833.0,55.0,6.699500340161678,0,40.644345,-73.905535,2020,4,7,64
Erie,Alden,National Fuel Gas Distribution,New York State Electric & Gas,2092.0,Natural Gas,1894,2620,1,Home Performance,Single Family,Building Shell,0.0,4.0,3.6635616461296463,0,42.901735,-78.493275,2021,8,19,127
Bronx,Bronx,Consolidated Edison,Consolidated Edison,1576.0,Other,1982,1900,3,Electric Reduction,Single Family,Building Shell,477.0,1.0,4.804021044733257,0,40.830565,-73.872895,2021,8,26,39
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5563.0,Natural Gas,1961,1655,1,Home Performance,Single Family,Building Shell,0.0,16.0,4.969813299576001,0,43.20713,-77.600505,2021,8,2,60
Wayne,Newark,New York State Electric & Gas,New York State Electric & Gas,4890.0,Natural Gas,1938,2016,1,Home Performance,Single Family,Building Shell,0.0,18.0,5.153291594497779,0,43.04472,-77.092925,2021,3,2,83
Erie,Buffalo,National Fuel Gas Distribution,National Grid,2291.0,Natural Gas,1933,1410,1,Home Performance,Single Family,Building Shell,1404.0,4.0,5.3706380281276624,0,42.90832,-78.83677,2021,12,22,88
Seneca,Seneca Falls,New York State Electric & Gas,New York State Electric & Gas,12393.0,Natural Gas,1921,1852,1,Home Performance,Single Family,Building Shell,400.0,34.0,5.916202062607435,0,42.91278,-76.795365,2021,3,25,100
Rockland,Nanuet,Orange & Rockland,Orange & Rockland,1973.0,Natural Gas,1949,2160,1,Home Performance,Single Family,Building Shell,663.0,16.0,5.703782474656201,0,41.09406,-74.00655,2019,11,18,70
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1591.0,Natural Gas,1962,1144,1,Home Performance,Single Family,Building Shell,511.0,7.0,4.68213122712422,0,43.165865,-77.56504,2019,9,25,57
Livingston,Dansville,New York State Electric & Gas,New York State Electric & Gas,727.0,Propane,1827,2057,1,Home Performance,Single Family,Building Shell,510.0,3.0,4.844187086458591,0,42.5600857,-77.697303,2020,8,20,193
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1675.0,Natural Gas,1920,2520,1,Home Performance,Single Family,Building Shell,368.0,5.0,4.394449154672439,0,43.13596,-77.64898,2021,4,20,101
Wayne,Palmyra,Rochester Gas & Electric,Rochester Gas & Electric,6243.0,Wood,1989,980,1,Home Performance,Single Family,Building Shell,343.0,23.0,6.0112671744041615,0,43.06067,-77.22958,2021,8,5,32
Onondaga,Syracuse,National Grid,National Grid,4727.0,Natural Gas,1954,888,1,Home Performance,Single Family,Building Shell,797.0,13.0,5.220355825078324,0,43.045125,-76.24271,2021,4,29,67
Richmond,Staten Island,National Grid,Consolidated Edison,4271.0,Natural Gas,2001,1350,1,Home Performance,Single Family,Building Shell,0.0,9.0,4.465908118654584,0,40.621315,-74.078845,2020,12,29,19
Erie,Derby,National Fuel Gas Distribution,National Grid,9659.0,Natural Gas,1984,1200,1,Home Performance,Mobile,Building Shell,1234.0,53.0,6.251903883165888,0,42.70014,-78.982675,2020,8,11,36
Niagara,Lewiston,National Fuel Gas Distribution,National Grid,4060.0,Natural Gas,1955,1413,1,Home Performance,Single Family,Building Shell,410.0,32.0,5.62040086571715,0,43.17485,-79.03758,2019,9,9,64
Oswego,Fulton,National Grid,National Grid,8747.0,Propane,1993,1568,1,Home Performance,Mobile,Building Shell,0.0,24.0,6.38856140554563,0,43.325035,-76.41174,2020,11,19,27
Chautauqua,Cherry Creek,National Fuel Gas Distribution,National Grid,6409.0,Propane,1921,1200,1,Home Performance,Single Family,Building Shell,510.0,22.0,6.368187186350492,0,42.296335,-79.098765,2019,11,7,98
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3354.0,Natural Gas,2006,1432,1,Home Performance,Single Family,Building Shell,510.0,6.0,4.634728988229636,0,43.179715,-77.63689,2020,10,27,14
Oneida,Remsen,National Grid,National Grid,5696.0,Wood,1901,2419,1,Home Performance,Single Family,Building Shell,301.0,35.0,5.783825182329737,0,43.3244276,-75.1890252,2021,2,23,120
Orange,Monroe,Orange & Rockland,Orange & Rockland,9385.0,Propane,1996,2577,1,Home Performance,Single Family,Building Shell,1220.0,38.0,7.362645270417825,0,41.33131,-74.188885,2021,6,10,25
Onondaga,Syracuse,National Grid,Municipal,7553.0,Natural Gas,1948,1385,1,Home Performance,Single Family,Building Shell,400.0,29.0,5.476463551931511,0,43.059,-76.219045,2020,8,25,72
Oneida,Verona,National Grid,National Grid,4944.0,Oil,1955,1200,1,Home Performance,Single Family,Building Shell,0.0,26.0,6.1092475827643655,0,43.13375,-75.58285,2020,2,21,65
Tompkins,Brooktondale,New York State Electric & Gas,New York State Electric & Gas,7431.0,Natural Gas,1961,1240,1,Home Performance,Single Family,Building Shell,410.0,40.0,5.918893854273146,0,42.37937,-76.392425,2020,3,6,59
Erie,Buffalo,National Fuel Gas Distribution,National Grid,11466.0,Natural Gas,1896,1138,1,Home Performance,Single Family,Building Shell,807.0,73.0,6.428105272684596,0,42.90832,-78.83677,2021,3,11,125
Oneida,Deansboro,New York State Electric & Gas,New York State Electric & Gas,4278.0,Oil,1921,1008,1,Home Performance,Single Family,Building Shell,989.0,20.0,6.113682179832232,0,42.9928831,-75.4291859,2019,12,17,98
Oneida,Lee Center,National Grid,National Grid,6632.0,Oil,1988,1504,1,Home Performance,Single Family,Building Shell,1130.0,14.0,5.905361848054571,0,43.302289,-75.5188154,2020,7,30,32
Monroe,East Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4861.0,Natural Gas,1949,1646,1,Home Performance,Single Family,Building Shell,510.0,27.0,5.655991810819852,0,43.11253,-77.48525,2021,10,19,72
Schenectady,Schenectady,National Grid,National Grid,9404.0,Natural Gas,1937,1430,1,Home Performance,Single Family,Building Shell,0.0,32.0,5.872117789475416,0,42.79288,-73.940735,2021,12,3,84
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,7760.0,Natural Gas,1920,1174,1,Home Performance,Single Family,Building Shell,410.0,61.0,6.354370040797351,0,43.16463,-77.64152,2021,5,11,101
Wayne,Ontario,Rochester Gas & Electric,Rochester Gas & Electric,13461.0,Propane,1952,1384,1,Home Performance,Single Family,Building Shell,0.0,74.0,7.415175109613295,0,43.225795,-77.286155,2020,2,14,68
Herkimer,Herkimer,National Grid,National Grid,1627.0,Natural Gas,1940,1136,1,Home Performance,Single Family,Building Shell,158.0,2.0,3.5553480614894135,0,43.026475,-74.98912,2020,2,4,80
Oneida,Utica,National Grid,National Grid,5079.0,Natural Gas,1942,1348,1,Home Performance,Single Family,Building Shell,0.0,17.0,4.927253685157205,0,43.1010822,-75.2472726,2020,7,28,78
Cayuga,Weedsport,New York State Electric & Gas,New York State Electric & Gas,31042.0,Propane,1951,2888,1,Home Performance,Single Family,Building Shell,-649.0,18.0,6.052089168924417,0,43.0457924,-76.5579992,2021,8,26,70
Kings,Brooklyn,National Grid,Consolidated Edison,4913.0,Natural Gas,1925,2128,1,Home Performance,Single Family,Building Shell,510.0,33.0,6.423246963533519,0,40.644345,-73.905535,2021,10,26,96
Erie,Lancaster,National Fuel Gas Distribution,New York State Electric & Gas,1517.0,Natural Gas,1949,1096,1,Home Performance,Single Family,Building Shell,0.0,5.0,3.688879454113936,0,42.89707,-78.67059,2019,11,22,70
Otsego,Oneonta,New York State Electric & Gas,New York State Electric & Gas,8323.0,Oil,1934,2500,1,Home Performance,Single Family,Heating and Cooling,426.0,26.0,6.12029741895095,0,42.45785,-75.061825,2021,6,22,87
Oneida,Utica,National Grid,National Grid,5307.0,Natural Gas,1906,1840,1,Home Performance,Single Family,Building Shell,510.0,40.0,5.948034989180646,0,43.1010822,-75.2472726,2020,6,2,114
Onondaga,Syracuse,National Grid,National Grid,2012.0,Natural Gas,1946,1560,1,Home Performance,Single Family,Building Shell,510.0,5.0,4.59511985013459,0,43.0200289,-76.1626311,2020,12,17,74
Monroe,Irondequoit,Rochester Gas & Electric,Rochester Gas & Electric,4508.0,Natural Gas,1944,1699,1,Home Performance,Single Family,Building Shell,510.0,20.0,5.37989735354046,0,43.202385,-77.56546,2020,2,4,76
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,7582.0,Natural Gas,1948,2160,1,Home Performance,Single Family,Building Shell,510.0,62.0,6.342121418721152,0,43.15242,-77.6379,2020,11,3,72
Tompkins,Newfield,New York State Electric & Gas,New York State Electric & Gas,4945.0,Natural Gas,1978,800,1,Home Performance,Mobile,Building Shell,301.0,21.0,5.438079308923196,0,42.38683,-76.55499,2020,8,18,42
Onondaga,Syracuse,National Grid,National Grid,3544.0,Natural Gas,1907,2512,1,Home Performance,Single Family,Building Shell,150.0,3.0,3.6375861597263857,0,43.045125,-76.24271,2019,9,6,112
Nassau,Elmont,National Grid,Long Island Power Authority,3266.0,Natural Gas,1949,1358,1,Home Performance,Single Family,Building Shell,223.0,6.0,4.983606621708336,0,40.70464,-73.692545,2021,10,21,72
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1276.0,Natural Gas,1952,1176,1,Home Performance,Single Family,Building Shell,368.0,7.0,4.574710978503383,0,43.1983016,-77.6344761,2020,1,27,68
Rockland,Spring Valley,Orange & Rockland,Orange & Rockland,1336.0,Natural Gas,1936,1513,1,Home Performance,Single Family,Building Shell,259.0,6.0,4.770684624465665,0,41.1106286,-74.0448266,2020,9,1,84
Onondaga,Syracuse,National Grid,National Grid,7610.0,Natural Gas,1921,1440,1,Home Performance,Single Family,Building Shell,0.0,95.0,6.669498089857879,0,43.0257179,-76.1480025,2020,3,25,99
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,3812.0,Natural Gas,1873,986,1,Home Performance,Single Family,Building Shell,510.0,12.0,5.147494476813453,0,42.9355,-76.56687,2020,10,2,147
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1969.0,Natural Gas,1985,1092,1,Home Performance,Single Family,Building Shell,1228.0,5.0,5.062595033026967,0,43.16463,-77.64152,2020,2,21,35
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,14598.0,Natural Gas,1901,1717,1,Home Performance,Single Family,Building Shell,-14.0,98.0,6.71295620067707,0,43.16379,-77.62659,2021,4,6,120
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4044.0,Natural Gas,1941,1232,1,Home Performance,Single Family,Building Shell,2486.0,14.0,5.902633333401366,0,42.93241,-78.80886,2020,2,21,79
Orleans,Medina,New York State Electric & Gas,National Grid,9314.0,Natural Gas,1921,1304,1,Home Performance,Single Family,Building Shell,510.0,75.0,6.413458957167357,0,43.21902,-78.39127,2021,3,2,100
Warren,Queensbury,National Grid,National Grid,8349.0,Kerosene,1980,840,1,Home Performance,Mobile,Building Shell,918.0,26.0,6.428105272684596,0,43.33471,-73.678785,2021,9,21,41
Queens,Queens,National Grid,Consolidated Edison,12293.0,Natural Gas,1926,1794,1,Home Performance,Single Family,Building Shell,510.0,83.0,7.239932591320469,0,40.764105,-73.874425,2021,6,22,95
Cortland,Cincinnatus,New York State Electric & Gas,New York State Electric & Gas,3777.0,Kerosene,1992,980,1,Home Performance,Mobile,Building Shell,443.0,14.0,5.537334267018537,0,42.5418885,-75.9017453,2020,7,2,28
Oneida,Utica,National Grid,National Grid,12965.0,Natural Gas,1908,4000,1,Home Performance,Single Family,Building Shell,443.0,75.0,6.505784060128229,0,43.09528,-75.22754,2020,8,25,112
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,4974.0,Oil,1944,1156,1,Home Performance,Single Family,Building Shell,770.0,22.0,6.418364935936212,0,40.872455,-73.85094,2019,12,23,75
Orange,Kiryas Joel,Orange & Rockland,Orange & Rockland,1502.0,Natural Gas,1951,1745,1,Home Performance,Single Family,Building Shell,0.0,17.0,5.2832037287379885,0,41.340473647,-74.167364226,2019,11,11,68
Erie,Buffalo,National Fuel Gas Distribution,National Grid,10239.0,Other,1949,1099,1,Home Performance,Single Family,Building Shell,494.0,87.0,6.698268054115413,0,42.90832,-78.83677,2021,7,6,72
Queens,Queens,National Grid,Consolidated Edison,5073.0,Natural Gas,1943,800,1,Home Performance,Single Family,Building Shell,897.0,30.0,6.285998094508865,0,40.697715,-73.786045,2020,11,10,77
Washington,Cambridge,National Grid,National Grid,7119.0,Oil,2004,1352,1,Home Performance,Mobile,Building Shell,519.0,33.0,6.504288173536645,0,43.02698,-73.376065,2020,3,26,16
Rockland,New Square,Orange & Rockland,Orange & Rockland,7570.0,Natural Gas,2000,1755,1,Home Performance,Single Family,Building Shell,510.0,33.0,6.171700597410915,0,41.14075788,-74.030397548,2021,9,30,21
Ontario,Farmington,Rochester Gas & Electric,Rochester Gas & Electric,15276.0,Electric,1978,1656,1,Home Performance,Single Family,Building Shell,22259.0,-66.0,7.367077059881012,0,42.9784959,-77.3628069,2021,2,9,43
Kings,Brooklyn,National Grid,Consolidated Edison,4766.0,Natural Gas,2006,1380,1,Home Performance,Single Family,Building Shell,426.0,31.0,6.1092475827643655,0,40.632085,-73.99876,2019,8,29,13
Oneida,Utica,National Grid,National Grid,9552.0,Natural Gas,1960,2600,1,Home Performance,Single Family,Building Shell,443.0,39.0,5.905361848054571,0,43.09528,-75.22754,2020,7,21,60
Oswego,Oswego,National Grid,National Grid,5321.0,Propane,1996,1064,1,Home Performance,Mobile,Building Shell,343.0,26.0,6.638567789166521,0,43.457085,-76.499485,2019,11,22,23
Erie,Buffalo,National Fuel Gas Distribution,National Grid,10492.0,Natural Gas,1961,1735,1,Home Performance,Single Family,Building Shell,510.0,69.0,6.324358962381311,0,42.90832,-78.83677,2021,3,4,60
Oneida,Utica,National Grid,National Grid,6058.0,Natural Gas,1965,960,1,Home Performance,Single Family,Building Shell,0.0,19.0,5.327876168789581,0,43.1010822,-75.2472726,2021,5,25,56
Oneida,Camden,National Grid,National Grid,7222.0,Oil,1963,1100,1,Home Performance,Single Family,Building Shell,1154.0,26.0,4.983606621708336,0,43.3367062,-75.7482485,2021,8,17,58
Kings,Brooklyn,National Grid,Consolidated Edison,10721.0,Natural Gas,1949,2010,1,Home Performance,Single Family,Building Shell,833.0,53.0,6.665683717782408,0,40.650265,-73.927795,2021,10,26,72
Niagara,Niagara Falls,National Fuel Gas Distribution,National Grid,13755.0,Natural Gas,1957,2183,1,Home Performance,Single Family,Building Shell,721.0,104.0,6.716594773520978,0,43.094675,-79.051195,2021,3,23,64
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,1752.0,Natural Gas,1917,3150,1,Home Performance,Single Family,Building Shell,368.0,8.0,4.718498871295094,0,42.10765,-75.937145,2019,12,3,102
Dutchess,Poughkeepsie,Central Hudson Gas & Electric,Central Hudson Gas & Electric,1466.0,Oil,1954,2448,1,Home Performance,Single Family,Building Shell,0.0,2.0,3.688879454113936,0,41.69646,-73.89901,2020,3,25,66
Bronx,Bronx,Consolidated Edison,Consolidated Edison,7046.0,Natural Gas,1953,2820,1,Home Performance,Single Family,Building Shell,510.0,32.0,6.453624998892692,0,40.84871,-73.896125,2021,11,18,68
Erie,Lackawanna,National Fuel Gas Distribution,National Grid,5607.0,Natural Gas,1921,1383,1,Home Performance,Single Family,Building Shell,1408.0,5.0,5.209486152841421,0,42.820488763,-78.823528026,2020,1,31,99
Oneida,Utica,National Grid,National Grid,6817.0,Natural Gas,1956,991,1,Home Performance,Single Family,Building Shell,1289.0,40.0,6.1463292576688975,0,43.09528,-75.22754,2019,9,23,63
Oneida,Oneida,National Grid,National Grid,11357.0,Natural Gas,1941,1400,1,Home Performance,Single Family,Building Shell,510.0,31.0,5.993961427306569,0,43.0684,-75.28726,2021,9,28,80
Monroe,Brockport,Rochester Gas & Electric,National Grid,5785.0,Natural Gas,2001,1968,1,Home Performance,Single Family,Building Shell,410.0,23.0,5.480638923341991,0,43.214665,-77.940015,2020,10,13,19
Jefferson,Watertown,National Grid,National Grid,5781.0,Natural Gas,1921,1363,1,Home Performance,Single Family,Building Shell,510.0,52.0,6.182084906716632,0,43.9757948,-75.9049969,2020,4,9,99
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,6379.0,Natural Gas,1946,1512,1,Home Performance,Single Family,Building Shell,0.0,25.0,5.214935757608986,0,42.79349,-78.825405,2019,12,10,73
Queens,Queens,National Grid,Consolidated Edison,7585.0,Natural Gas,1931,900,1,Home Performance,Single Family,Building Shell,1372.0,33.0,6.501289670540389,0,40.692835,-73.75811,2021,4,15,90
Monroe,North Chili,Rochester Gas & Electric,Rochester Gas & Electric,1669.0,Natural Gas,1947,2410,1,Home Performance,Single Family,Building Shell,443.0,9.0,4.7535901911063645,0,43.11882,-77.80509,2019,9,30,72
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3751.0,Natural Gas,1966,864,1,Home Performance,Single Family,Building Shell,510.0,28.0,5.645446897643238,0,43.181935,-77.60976,2021,1,7,55
Bronx,Bronx,Consolidated Edison,Consolidated Edison,582.0,Other,2008,837,38,Electric Reduction,Single Family,Building Shell,410.0,0.0,4.574710978503383,0,40.838635,-73.921745,2021,6,29,13
Cattaraugus,Olean,New York State Electric & Gas,National Grid,1778.0,Natural Gas,1922,1240,1,Home Performance,Single Family,Building Shell,510.0,8.0,5.0106352940962555,0,42.080465,-78.433915,2021,11,2,99
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2104.0,Natural Gas,1924,2128,1,Home Performance,Single Family,Building Shell,510.0,20.0,5.3706380281276624,0,43.179715,-77.63689,2020,7,27,96
Wayne,Lyons,New York State Electric & Gas,New York State Electric & Gas,33165.0,Oil,2010,3101,1,Home Performance,Single Family,Building Shell,2631.0,65.0,7.372118028337787,0,43.064965,-76.99033,2021,11,16,11
Wyoming,Warsaw,National Fuel Gas Distribution,National Grid,5010.0,Propane,1981,1120,1,Home Performance,Mobile,Building Shell,760.0,20.0,6.003887067106539,0,42.740665,-78.1325852,2019,11,11,38
Niagara,Lockport,New York State Electric & Gas,New York State Electric & Gas,7141.0,Natural Gas,1971,1010,1,Home Performance,Mobile,Building Shell,508.0,38.0,6.035481432524756,0,43.16942,-78.69168,2020,11,24,49
Erie,Buffalo,National Fuel Gas Distribution,National Grid,8587.0,Natural Gas,1928,2043,1,Home Performance,Single Family,Building Shell,751.0,73.0,6.421622267806518,0,42.96566,-78.873825,2020,7,9,92
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,6020.0,Natural Gas,1941,1332,1,Home Performance,Single Family,Building Shell,0.0,50.0,6.180016653652572,0,42.08496,-75.911365,2021,3,16,80
