Total Project Cost,Size Of Home,size_of_home_flag,Number Of Units,Location_1_latitude,Location_1_Longitude,Project Completion Date,Job Type,Type Of Dwelling,Pre-Retrofit Home Heating Fuel Type,Year Home Built
7006.0,1006,0,1,43.457085,-76.499485,2022-02-16,Home Performance,Mobile,Propane,
7791.0,800,0,1,43.0457924,-76.5579992,2023-04-20,Home Performance,Mobile,Natural Gas,
10301.0,962,0,1,42.089923,-76.0047944,2023-04-20,Home Performance,Single Family,Natural Gas,
1781.0,1158,0,1,43.9800463,-75.6114334,2022-09-08,Home Performance,Single Family,Natural Gas,
11881.0,2600,0,1,43.013815,-78.8776,2023-06-27,Home Performance,Single Family,Natural Gas,
551.0,1200,0,1,41.340473647,-74.167364226,2023-01-25,Electric Reduction,Single Family,Natural Gas,
14800.0,1478,0,1,43.09528,-75.22754,2022-07-28,Home Performance,Single Family,Oil,
17538.0,4000,0,1,40.9187552,-72.8950832,2022-11-11,Home Performance,Single Family,Oil,
7377.0,1269,0,1,43.948855,-76.11805,2023-02-28,Home Performance,Mobile,Wood,
11092.0,1632,0,1,43.1094664,-77.7448848,2022-09-27,Home Performance,Single Family,Natural Gas,
8041.0,1560,0,2,42.939113588,-78.793658129,2023-05-30,Home Performance,Single Family,Natural Gas,
15908.0,1340,0,1,42.2527616,-73.8904336,2023-01-17,Home Performance,Single Family,Propane,
4053.0,980,0,1,41.7192541,-73.9668305,2022-04-27,Home Performance,Mobile,Natural Gas,
8762.0,1300,0,1,41.559865,-74.19021,2022-10-04,Home Performance,Single Family,Oil,
9291.0,2145,0,1,40.644345,-73.905535,2022-04-12,Home Performance,Single Family,Natural Gas,
5808.0,1092,0,1,43.3177836,-75.0859643,2023-04-13,Home Performance,Single Family,Oil,
8119.0,1092,0,1,42.29541,-75.481205,2023-01-27,Home Performance,Single Family,Propane,
7789.0,1884,0,1,42.76564,-78.614195,2023-04-20,Home Performance,Single Family,Natural Gas,
8620.0,924,0,1,42.226205,-76.185275,2023-02-23,Home Performance,Mobile,Propane,
3756.0,1680,0,1,42.90832,-78.83677,2023-03-02,Home Performance,Single Family,Natural Gas,
7433.0,2336,0,1,43.18518,-76.29835,2022-10-06,Home Performance,Single Family,Natural Gas,
19115.0,1620,0,1,43.17485,-79.03758,2023-04-25,Home Performance,Single Family,Oil,
5318.0,1543,0,1,42.925373996,-78.755966516,2022-04-21,Home Performance,Single Family,Natural Gas,
5404.0,950,0,1,43.00616,-76.17981,2023-03-23,Home Performance,Single Family,Natural Gas,
12456.0,935,0,1,40.88456,-72.9394,2022-10-25,Home Performance,Single Family,Natural Gas,
11143.0,1320,0,1,42.82312,-75.544795,2022-09-01,Home Performance,Mobile,Kerosene,1990
2171.0,1264,0,1,42.636845,-77.598965,2023-05-10,Home Performance,Single Family,Propane,
8928.0,2945,0,1,42.9502,-76.42649,2022-01-20,Home Performance,Single Family,Oil,
10425.0,2736,0,1,43.003319,-75.2558682,2022-12-22,Home Performance,Single Family,Natural Gas,
9081.0,1700,0,1,42.945525,-78.887125,2022-12-06,Home Performance,Single Family,Natural Gas,
4559.0,1170,0,1,43.21118,-75.458425,2022-05-17,Home Performance,Single Family,Natural Gas,
4133.0,1980,0,1,43.080275,-75.754895,2022-05-12,Home Performance,Single Family,Natural Gas,
13056.0,1568,0,1,44.82017,-73.508505,2022-12-08,Home Performance,Mobile,Kerosene,
15965.0,1344,0,1,43.047035,-76.108085,2023-05-16,Home Performance,Single Family,Natural Gas,
4592.0,1410,0,1,42.900925,-77.423415,2022-12-01,Home Performance,Single Family,Natural Gas,
7791.0,1488,0,1,42.835045,-78.753835,2023-04-04,Home Performance,Single Family,Natural Gas,
6307.0,924,0,1,42.32444,-77.65898,2022-05-17,Home Performance,Mobile,Natural Gas,
6648.0,1078,0,1,43.120445,-75.29465,2022-01-27,Home Performance,Single Family,Natural Gas,
7931.0,900,0,1,43.090764,-78.96109,2022-12-20,Home Performance,Single Family,Natural Gas,
7724.0,4000,0,1,43.298315,-73.63558,2022-10-11,Home Performance,Mobile,Natural Gas,
6427.0,2000,0,1,43.05118,-76.166155,2023-06-27,Home Performance,Single Family,Natural Gas,
11171.0,1144,0,1,43.119885,-77.61982,2023-06-30,Home Performance,Single Family,Natural Gas,
16514.0,1596,0,1,43.202385,-77.56546,2023-05-23,Home Performance,Single Family,Natural Gas,
7368.0,1920,0,1,43.09002,-77.51551,2022-06-07,Home Performance,Single Family,Natural Gas,
4875.0,1242,0,1,42.93241,-78.80886,2023-05-30,Home Performance,Single Family,Natural Gas,
7010.0,2274,0,1,41.78689,-73.934,2022-01-06,Home Performance,Single Family,Oil,
9328.0,1612,0,1,42.10765,-75.937145,2023-02-28,Home Performance,Single Family,Natural Gas,
10885.0,2216,0,1,43.23165,-76.29748,2022-09-20,Home Performance,Single Family,Natural Gas,
8308.0,1236,0,1,40.8429,-73.410015,2022-03-17,Home Performance,Single Family,Oil,1959
3989.0,1321,0,1,40.692835,-73.75811,2022-12-08,Home Performance,Single Family,Natural Gas,
5392.0,1578,0,1,43.0650476,-76.1505831,2022-06-28,Home Performance,Single Family,Natural Gas,
6335.0,1145,0,1,43.1983016,-77.6344761,2023-03-22,Home Performance,Single Family,Natural Gas,
7538.0,1760,0,2,40.644345,-73.905535,2022-02-22,Home Performance,Single Family,Natural Gas,
15555.0,1635,0,2,43.21118,-75.458425,2023-01-19,Home Performance,Single Family,Natural Gas,
8604.0,1472,0,1,42.88617,-75.189695,2023-05-02,Home Performance,Single Family,Propane,
5063.0,1906,0,1,43.21118,-75.458425,2022-06-09,Home Performance,Single Family,Natural Gas,
8154.0,1936,0,1,40.644345,-73.905535,2023-05-11,Home Performance,Single Family,Natural Gas,
14293.0,1572,0,1,43.18823,-77.802505,2023-06-01,Home Performance,Single Family,Natural Gas,
18572.0,1512,0,1,43.056515,-76.14007,2023-01-25,Home Performance,Single Family,Natural Gas,
4761.0,1050,0,1,40.694725,-73.73937,2023-03-07,Home Performance,Single Family,Natural Gas,
5842.0,1648,0,1,43.181935,-77.60976,2023-05-30,Home Performance,Single Family,Natural Gas,
14648.0,3500,0,1,42.444575,-76.5001,2022-08-02,Home Performance,Single Family,Electric,
10436.0,1071,0,1,43.1094664,-77.7448848,2022-08-16,Home Performance,Single Family,Natural Gas,
5855.0,960,0,1,43.073475,-76.11265,2022-01-06,Home Performance,Single Family,Natural Gas,
4542.0,1674,0,1,40.665955,-73.77108,2023-03-14,Home Performance,Single Family,Natural Gas,
11694.0,1693,0,1,43.13596,-77.64898,2023-04-06,Home Performance,Single Family,Natural Gas,
10182.0,1586,0,1,42.07687,-73.94911,2023-02-16,Home Performance,Single Family,Oil,
9585.0,1680,0,1,43.3367062,-75.7482485,2023-01-25,Home Performance,Single Family,Propane,
8289.0,1330,0,1,43.046115,-76.263325,2022-10-18,Home Performance,Single Family,Natural Gas,
8321.0,3240,0,1,40.75135,-73.888865,2022-03-29,Home Performance,Single Family,Natural Gas,
2299.0,1092,0,1,43.23611,-77.06489,2022-05-12,Home Performance,Single Family,Natural Gas,1975
10086.0,1692,0,1,42.852605,-74.98853,2023-05-11,Home Performance,Single Family,Electric,
12857.0,1700,0,1,42.10765,-75.937145,2023-02-21,Home Performance,Single Family,Natural Gas,
8407.0,1510,0,1,43.13596,-77.64898,2022-11-08,Home Performance,Single Family,Natural Gas,
6911.0,2380,0,1,40.82025,-73.855035,2023-02-16,Home Performance,Single Family,Natural Gas,
4259.0,2208,0,1,42.1013048,-75.9083125,2023-06-27,Home Performance,Single Family,Natural Gas,
6967.0,800,0,1,42.71018,-76.42126,2023-04-18,Home Performance,Mobile,Natural Gas,
15198.0,1232,0,1,42.9013852,-76.8627782,2022-08-09,Home Performance,Mobile,Natural Gas,
5699.0,2675,0,1,40.69992,-73.80949,2022-02-22,Home Performance,Single Family,Natural Gas,
12627.0,1148,0,1,42.98188,-77.41191,2023-06-13,Home Performance,Single Family,Natural Gas,
9875.0,1215,0,1,40.662075,-73.7349,2022-08-09,Home Performance,Single Family,Natural Gas,
8687.0,1428,0,1,43.23262,-76.13883,2023-02-23,Home Performance,Single Family,Natural Gas,
2385.0,1692,0,1,42.613835,-77.40535,2022-05-31,Home Performance,Single Family,Propane,
5906.0,962,0,1,42.6206618,-79.0914797,2022-05-12,Home Performance,Single Family,Natural Gas,
14336.0,1746,0,1,43.22041,-77.64325,2022-09-27,Home Performance,Single Family,Natural Gas,
2325.0,1308,0,1,43.0257179,-76.1480025,2022-11-11,Home Performance,Single Family,Natural Gas,
7428.0,1344,0,1,42.7214743,-78.8290294,2023-04-25,Home Performance,Single Family,Natural Gas,
10804.0,1322,0,1,42.835045,-78.753835,2022-05-12,Home Performance,Single Family,Natural Gas,
9823.0,938,0,1,43.457085,-76.499485,2023-06-06,Home Performance,Mobile,Natural Gas,
688.0,4000,0,1,43.16379,-77.62659,2023-01-17,Home Performance,Single Family,Natural Gas,
9965.0,1508,0,1,43.225795,-77.286155,2022-08-09,Home Performance,Mobile,Natural Gas,1996
3634.0,1704,0,1,42.19895,-76.55696,2023-03-09,Home Performance,Single Family,Oil,
5116.0,2472,0,1,43.0355882,-76.6261736,2022-02-24,Home Performance,Single Family,Natural Gas,1872
5630.0,1566,0,1,42.9366,-78.83923,2023-03-28,Home Performance,Single Family,Natural Gas,
15912.0,1500,0,1,41.0583,-74.01925,2023-02-09,Home Performance,Single Family,Natural Gas,
13523.0,1824,0,1,43.045125,-76.24271,2023-04-04,Home Performance,Single Family,Natural Gas,
7390.0,1980,0,2,40.644345,-73.905535,2023-03-27,Home Performance,Single Family,Natural Gas,
10151.0,2880,0,1,42.8045,-73.93329,2022-06-30,Home Performance,Single Family,Natural Gas,1922
10690.0,1655,0,1,43.165865,-77.56504,2022-11-01,Home Performance,Single Family,Natural Gas,
15548.0,3300,0,2,40.692835,-73.75811,2023-06-20,Home Performance,Single Family,Natural Gas,
7762.0,1420,0,1,43.09002,-77.51551,2023-01-03,Home Performance,Single Family,Natural Gas,
11384.0,1750,0,1,42.771715,-73.67628,2022-05-17,Home Performance,Single Family,Natural Gas,1976
10404.0,1850,0,1,41.472055,-74.360075,2023-04-27,Home Performance,Single Family,Natural Gas,
4853.0,1770,0,1,41.53425,-73.901355,2023-03-07,Home Performance,Single Family,Natural Gas,
4855.0,864,0,1,43.1058023,-76.2025329,2022-11-17,Home Performance,Single Family,Natural Gas,
1857.0,1106,0,1,43.214665,-77.940015,2022-03-18,Home Performance,Single Family,Natural Gas,
3003.0,864,0,1,42.444575,-76.5001,2022-06-21,Home Performance,Single Family,Natural Gas,
10164.0,1044,0,1,43.0457924,-76.5579992,2023-04-20,Home Performance,Mobile,Pellets,
8027.0,1555,0,1,43.21118,-75.458425,2023-05-16,Home Performance,Single Family,Natural Gas,
11833.0,1412,0,1,43.04923,-75.38455,2022-11-03,Home Performance,Single Family,Natural Gas,
10409.0,1624,0,1,43.2822912,-76.1455073,2022-03-18,Home Performance,Mobile,Natural Gas,
9829.0,1322,0,1,40.692835,-73.75811,2022-04-21,Home Performance,Single Family,Natural Gas,
9906.0,980,0,1,43.2437358,-75.2562974,2022-12-01,Home Performance,Mobile,Kerosene,
9192.0,3035,0,1,40.683445,-73.948505,2023-03-21,Home Performance,Single Family,Natural Gas,
11586.0,960,0,1,43.16463,-77.64152,2023-06-22,Home Performance,Single Family,Natural Gas,
9606.0,1140,0,1,42.8872,-78.754585,2022-07-05,Home Performance,Single Family,Natural Gas,
3872.0,1125,0,1,43.30083,-73.58095,2023-03-09,Home Performance,Single Family,Oil,
7819.0,2496,0,1,42.9174001,-78.852226,2023-04-11,Home Performance,Single Family,Natural Gas,
3919.0,1260,0,1,43.1010822,-75.2472726,2022-05-12,Home Performance,Single Family,Natural Gas,
2815.0,1200,0,1,44.33556,-75.467785,2022-09-22,Home Performance,Single Family,Natural Gas,
6434.0,1110,0,1,40.61463,-73.923985,2023-01-17,Home Performance,Single Family,Natural Gas,
12757.0,1700,0,1,43.20713,-77.600505,2022-05-17,Home Performance,Single Family,Natural Gas,
3070.0,1534,0,1,43.1058023,-76.2025329,2022-03-22,Home Performance,Single Family,Natural Gas,
9177.0,980,0,1,43.3012781,-75.4464436,2023-05-16,Home Performance,Mobile,Propane,
16403.0,1080,0,1,42.516705,-73.612965,2022-01-25,Home Performance,Single Family,Oil,
12404.0,1350,0,1,40.892595,-73.85024,2022-09-13,Home Performance,Single Family,Natural Gas,
3461.0,1148,0,1,42.87854,-78.862095,2022-03-22,Home Performance,Single Family,Natural Gas,
8213.0,896,0,1,42.214075,-76.496295,2023-03-14,Home Performance,Mobile,Propane,
4477.0,1538,0,1,42.900925,-77.423415,2022-07-19,Home Performance,Single Family,Natural Gas,
9102.0,1024,0,1,43.1094664,-77.7448848,2023-06-22,Home Performance,Single Family,Natural Gas,
13109.0,1184,0,1,42.6242299,-75.3337206,2023-03-21,Home Performance,Single Family,Propane,
2976.0,810,0,1,43.10496,-77.44189,2022-03-08,Home Performance,Single Family,Natural Gas,
8478.0,1600,0,1,44.5009723,-73.4788915,2023-03-22,Home Performance,Single Family,Oil,
9412.0,1200,0,1,40.67391,-73.796005,2023-01-19,Home Performance,Single Family,Natural Gas,1970
12660.0,876,0,1,43.079,-75.54118,2023-06-27,Home Performance,Mobile,Kerosene,
12712.0,1594,0,1,42.977785,-78.816145,2023-01-25,Home Performance,Single Family,Natural Gas,
11379.0,1354,0,1,42.5438212,-79.1645698,2022-01-20,Home Performance,Single Family,Natural Gas,
10017.0,2600,0,1,42.852605,-74.98853,2022-05-12,Home Performance,Single Family,Propane,
11186.0,1857,0,1,43.165865,-77.56504,2022-12-06,Home Performance,Single Family,Natural Gas,
6108.0,2400,0,2,40.61463,-73.923985,2022-05-12,Home Performance,Single Family,Natural Gas,
17107.0,1320,0,1,43.108065,-79.049,2022-12-15,Home Performance,Single Family,Natural Gas,
5376.0,800,0,1,43.0444,-74.860045,2022-03-29,Home Performance,Single Family,Oil,
5395.0,1529,0,1,42.942316562,-78.68254822,2022-05-12,Home Performance,Single Family,Natural Gas,
13880.0,1250,0,1,41.606245,-74.17889,2022-06-16,Home Performance,Single Family,Oil,
10978.0,2552,0,1,43.16942,-78.69168,2023-06-29,Home Performance,Single Family,Natural Gas,
7024.0,1884,0,1,42.2921298,-76.3791669,2022-12-08,Home Performance,Mobile,Kerosene,
21210.0,1920,0,1,41.7470812,-74.3725544,2023-06-15,Home Performance,Single Family,Oil,
8440.0,1400,0,1,40.665955,-73.77108,2023-02-23,Home Performance,Single Family,Natural Gas,
3865.0,1304,0,1,43.16379,-77.62659,2022-03-10,Home Performance,Single Family,Natural Gas,
20772.0,1328,0,1,42.694925,-73.79864,2023-04-11,Home Performance,Single Family,Natural Gas,
8876.0,800,0,1,43.06067,-77.22958,2022-07-05,Home Performance,Single Family,Oil,
3494.0,1200,0,1,43.0200289,-76.1626311,2022-03-24,Home Performance,Single Family,Natural Gas,
5854.0,1110,0,1,40.72665,-73.895395,2022-09-20,Home Performance,Single Family,Natural Gas,
10374.0,980,0,1,44.70149,-73.45762,2023-01-26,Home Performance,Mobile,Kerosene,
5597.0,1242,0,1,42.444575,-76.5001,2022-05-17,Home Performance,Single Family,Oil,
9406.0,1394,0,1,44.7130322,-74.5537992,2022-09-13,Home Performance,Single Family,Oil,1922
7057.0,1250,0,1,41.11271,-74.069045,2022-01-20,Home Performance,Single Family,Natural Gas,
9846.0,1474,0,1,43.0457924,-76.5579992,2023-02-14,Home Performance,Single Family,Natural Gas,
7610.0,1918,0,1,44.2877779,-73.3474754,2022-06-16,Home Performance,Single Family,Propane,1872
5507.0,1512,0,1,43.21118,-75.458425,2023-04-13,Home Performance,Single Family,Natural Gas,
822.0,1369,0,1,43.181935,-77.60976,2023-02-21,Home Performance,Single Family,Natural Gas,
6872.0,1190,0,1,42.93241,-78.80886,2022-12-13,Home Performance,Single Family,Natural Gas,
8654.0,3130,0,1,40.61463,-73.923985,2023-05-23,Home Performance,Single Family,Natural Gas,
9503.0,1375,0,1,43.181935,-77.60976,2023-06-13,Home Performance,Single Family,Natural Gas,
6075.0,2184,0,1,42.15494,-77.065815,2022-12-20,Home Performance,Single Family,Natural Gas,
11098.0,1890,0,1,43.0200289,-76.1626311,2023-06-27,Home Performance,Single Family,Natural Gas,
11544.0,2496,0,1,43.18742,-76.890915,2023-02-07,Home Performance,Single Family,Oil,
5567.0,1824,0,1,43.17485,-79.03758,2022-11-11,Home Performance,Single Family,Natural Gas,
8813.0,2020,0,1,43.2445946,-75.9403469,2022-03-22,Home Performance,Single Family,Electric,1902
4438.0,1845,0,1,40.644345,-73.905535,2022-08-02,Home Performance,Single Family,Natural Gas,
11760.0,1208,0,1,43.02966,-78.87383,2023-01-17,Home Performance,Single Family,Natural Gas,
7628.0,1435,0,1,43.22041,-77.64325,2022-09-20,Home Performance,Single Family,Natural Gas,
13218.0,960,0,1,41.458999,-73.6569491,2023-05-04,Home Performance,Single Family,Oil,
5445.0,2038,0,1,42.976665,-77.987555,2022-12-06,Home Performance,Single Family,Natural Gas,
6684.0,3060,0,2,40.8798161,-73.8293725,2023-01-10,Home Performance,Single Family,Natural Gas,
4135.0,988,0,1,43.21118,-75.458425,2023-03-22,Home Performance,Single Family,Natural Gas,
7642.0,1760,0,1,44.1859748,-73.4377715,2022-05-17,Home Performance,Single Family,Propane,
14232.0,1067,0,1,42.945525,-78.887125,2023-01-25,Home Performance,Single Family,Natural Gas,
9249.0,2390,0,1,40.675365,-73.75155,2022-02-10,Home Performance,Single Family,Natural Gas,
10342.0,1320,0,1,43.21118,-75.458425,2023-04-06,Home Performance,Single Family,Natural Gas,
9676.0,800,0,1,43.0200289,-76.1626311,2022-09-13,Home Performance,Single Family,Natural Gas,
4818.0,1072,0,1,43.21119,-77.696605,2022-10-20,Home Performance,Single Family,Natural Gas,
4426.0,1788,0,1,42.9355,-76.56687,2022-09-20,Home Performance,Single Family,Natural Gas,
16242.0,2472,0,1,40.69992,-73.80949,2022-06-02,Home Performance,Single Family,Natural Gas,
21512.0,1205,0,1,43.09528,-75.22754,2023-04-27,Home Performance,Single Family,Natural Gas,
1546.0,1912,0,1,43.325035,-76.41174,2022-03-18,Home Performance,Single Family,Natural Gas,
1804.0,1144,0,1,40.67584,-73.87789,2022-09-15,Home Performance,Single Family,Natural Gas,
10966.0,1288,0,1,43.092965,-75.652545,2023-05-18,Home Performance,Single Family,Kerosene,
11178.0,2378,0,1,42.3264797,-75.3161649,2022-11-15,Home Performance,Single Family,Propane,
14772.0,1760,0,1,43.094675,-79.051195,2023-02-07,Home Performance,Single Family,Natural Gas,
8349.0,910,0,1,43.098975,-76.14528,2023-06-29,Home Performance,Single Family,Natural Gas,
16675.0,1458,0,1,42.6242299,-75.3337206,2022-05-20,Home Performance,Mobile,Propane,2005
9726.0,1300,0,1,43.0684,-75.28726,2021-12-30,Home Performance,Single Family,Natural Gas,
928.0,2212,0,1,43.0644068,-77.31804,2022-01-11,Home Performance,Single Family,Natural Gas,
4413.0,1454,0,1,42.90832,-78.83677,2022-03-23,Home Performance,Single Family,Natural Gas,
25296.0,854,0,1,42.665145,-76.616595,2023-03-28,Home Performance,Mobile,Propane,
8455.0,1155,0,1,42.29541,-75.481205,2022-11-29,Home Performance,Mobile,Propane,
1976.0,2200,0,1,41.33131,-74.188885,2022-12-22,Electric Reduction,Single Family,Natural Gas,
10569.0,1284,0,1,43.21119,-77.696605,2023-02-07,Home Performance,Single Family,Natural Gas,
12799.0,1344,0,1,43.2445946,-75.9403469,2023-04-06,Home Performance,Single Family,Oil,
3175.0,1992,0,1,42.089923,-76.0047944,2022-01-25,Home Performance,Single Family,Oil,1962
12209.0,1623,0,1,42.5972569,-79.0875306,2022-11-22,Home Performance,Single Family,Electric,
12034.0,1000,0,1,43.073475,-76.11265,2023-05-23,Home Performance,Single Family,Natural Gas,
3851.0,1032,0,1,44.3348099,-75.9138143,2022-02-03,Home Performance,Single Family,Kerosene,1988
9105.0,1052,0,1,43.21119,-77.696605,2023-05-16,Home Performance,Single Family,Natural Gas,
6821.0,1376,0,1,42.125255,-77.507045,2023-02-07,Home Performance,Single Family,Oil,
4710.0,1042,0,1,43.15242,-77.6379,2022-05-26,Home Performance,Single Family,Natural Gas,1954
10351.0,1800,0,1,42.296335,-79.098765,2023-02-07,Home Performance,Single Family,Propane,
2035.0,1080,0,1,43.16463,-77.64152,2023-05-02,Home Performance,Single Family,Natural Gas,
5853.0,1176,0,1,43.30083,-73.58095,2022-11-01,Home Performance,Single Family,Natural Gas,
7293.0,800,0,1,41.7192541,-73.9668305,2022-06-09,Home Performance,Single Family,Oil,
11218.0,1152,0,1,43.1786648,-75.988527,2022-05-17,Home Performance,Single Family,Natural Gas,
6361.0,1556,0,1,43.414535,-73.492175,2023-02-14,Home Performance,Single Family,Oil,
9739.0,1980,0,1,43.033565,-75.068965,2022-07-26,Home Performance,Single Family,Natural Gas,
8369.0,1921,0,1,43.10496,-77.44189,2022-06-09,Home Performance,Single Family,Natural Gas,
9331.0,1598,0,1,40.65926,-73.88949,2022-08-16,Home Performance,Single Family,Natural Gas,
18821.0,2028,0,1,43.3134234,-73.649825,2023-06-15,Home Performance,Single Family,Natural Gas,
7028.0,2401,0,1,40.813225,-73.88711,2022-01-13,Home Performance,Single Family,Natural Gas,
4899.0,1280,0,1,42.9514458,-77.5936404,2022-10-11,Home Performance,Single Family,Natural Gas,
2609.0,1479,0,1,43.1983016,-77.6344761,2022-04-12,Home Performance,Single Family,Natural Gas,
17838.0,1080,0,1,42.9586537,-77.0607938,2022-10-13,Home Performance,Single Family,Coal,
1558.0,1112,0,1,43.202385,-77.56546,2022-01-27,Home Performance,Single Family,Natural Gas,
6251.0,1265,0,1,40.67391,-73.796005,2022-05-31,Home Performance,Single Family,Natural Gas,2007
11144.0,1524,0,1,42.0737105,-75.8181345,2022-08-09,Home Performance,Single Family,Propane,
5317.0,1440,0,1,42.7218494,-77.6728114,2023-05-10,Home Performance,Single Family,Propane,
12873.0,2035,0,1,43.09002,-77.51551,2023-04-18,Home Performance,Single Family,Natural Gas,
7204.0,978,0,1,42.86402,-78.280085,2023-03-07,Home Performance,Single Family,Natural Gas,
3515.0,1287,0,1,42.09461,-76.804665,2023-03-28,Home Performance,Single Family,Natural Gas,
6953.0,1152,0,1,40.825545,-73.892915,2023-04-20,Home Performance,Single Family,Natural Gas,
10313.0,2000,0,1,42.6987166,-74.9281024,2023-05-25,Home Performance,Single Family,Oil,
7067.0,956,0,1,42.5347655,-73.804098,2022-12-15,Home Performance,Mobile,Kerosene,1973
8410.0,1362,0,1,42.884806082,-78.750933104,2023-01-27,Home Performance,Single Family,Natural Gas,
3936.0,2264,0,1,42.9004397,-77.90548,2022-01-11,Home Performance,Single Family,Natural Gas,
6570.0,800,0,1,43.094675,-79.051195,2022-08-18,Home Performance,Single Family,Natural Gas,
11273.0,1977,0,1,42.9174001,-78.852226,2023-04-11,Home Performance,Single Family,Natural Gas,
7344.0,912,0,1,40.665955,-73.77108,2022-06-14,Home Performance,Single Family,Natural Gas,
10211.0,980,0,1,43.080115,-73.786645,2022-08-25,Home Performance,Mobile,Natural Gas,
1960.0,1500,0,1,41.597195,-73.915605,2023-01-27,Home Performance,Single Family,Oil,
9445.0,1714,0,1,40.78067,-73.248705,2022-12-08,Home Performance,Single Family,Natural Gas,
13004.0,1056,0,1,42.901735,-78.493275,2023-01-31,Home Performance,Mobile,Natural Gas,
10309.0,1560,0,1,43.21118,-75.458425,2023-05-18,Home Performance,Single Family,Natural Gas,
6404.0,1626,0,1,42.49812,-76.30112,2022-12-15,Home Performance,Single Family,Coal,
12301.0,1780,0,1,43.179715,-77.63689,2023-05-30,Home Performance,Single Family,Natural Gas,
12312.0,1056,0,1,43.289475,-77.78763,2023-02-23,Home Performance,Single Family,Natural Gas,
1945.0,1054,0,1,43.16942,-78.69168,2022-06-23,Home Performance,Single Family,Natural Gas,
6209.0,1622,0,1,40.7265495,-73.2512226,2022-04-27,Home Performance,Single Family,Oil,1991
5135.0,1182,0,1,42.835045,-78.753835,2022-03-24,Home Performance,Single Family,Natural Gas,
13103.0,2075,0,1,41.52438,-74.235195,2022-07-19,Home Performance,Single Family,Wood,
8780.0,1232,0,1,42.9013852,-76.8627782,2022-05-17,Home Performance,Mobile,Natural Gas,
10974.0,1702,0,1,43.214665,-77.940015,2023-02-28,Home Performance,Single Family,Natural Gas,
1481.0,800,0,1,43.033565,-75.068965,2023-06-22,Home Performance,Single Family,Natural Gas,
7317.0,2960,0,1,43.130365,-76.130555,2022-11-08,Home Performance,Single Family,Natural Gas,
15590.0,2304,0,1,43.003319,-75.2558682,2023-06-06,Home Performance,Single Family,Wood,
6486.0,1454,0,1,43.13596,-77.64898,2023-04-13,Home Performance,Single Family,Natural Gas,
9602.0,2004,0,1,43.080115,-73.786645,2023-03-07,Home Performance,Single Family,Natural Gas,
16650.0,2948,0,1,43.48398,-75.335415,2023-02-02,Home Performance,Single Family,Oil,
11354.0,2995,0,1,42.07653,-75.64285,2022-02-08,Home Performance,Single Family,Oil,
10535.0,3336,0,1,40.675365,-73.75155,2022-08-25,Home Performance,Single Family,Natural Gas,
377.0,2500,0,1,41.3517762,-74.1278091,2022-12-06,Home Performance,Single Family,Natural Gas,
4335.0,1480,0,1,40.622425,-73.984265,2022-03-18,Home Performance,Single Family,Natural Gas,
9850.0,2120,0,1,43.1983016,-77.6344761,2023-03-09,Home Performance,Single Family,Natural Gas,
12105.0,3087,0,1,42.54209,-76.663845,2023-05-25,Home Performance,Single Family,Natural Gas,
6956.0,1124,0,1,42.079605,-76.79954,2022-04-05,Home Performance,Single Family,Natural Gas,
2004.0,1656,0,1,43.25403,-77.613775,2022-06-16,Home Performance,Single Family,Natural Gas,
5884.0,800,0,1,43.16463,-77.64152,2023-03-09,Home Performance,Single Family,Natural Gas,
9623.0,2597,0,1,43.23165,-76.29748,2023-01-25,Home Performance,Single Family,Natural Gas,
10371.0,1300,0,1,43.165865,-77.56504,2023-04-18,Home Performance,Single Family,Natural Gas,
8384.0,1968,0,1,42.12311,-77.94936,2022-10-20,Home Performance,Single Family,Natural Gas,
20369.0,2631,0,1,42.8937408,-78.83448,2023-01-05,Home Performance,Single Family,Natural Gas,
11776.0,2116,0,1,40.879025,-73.325935,2022-02-22,Home Performance,Single Family,Natural Gas,
8318.0,2227,0,1,41.33131,-74.188885,2022-10-13,Home Performance,Single Family,Natural Gas,
1213.0,2792,0,1,40.65926,-73.88949,2022-02-01,Home Performance,Single Family,Natural Gas,2007
4720.0,840,0,1,43.22041,-77.64325,2022-09-27,Home Performance,Single Family,Natural Gas,
10919.0,1116,0,1,42.1153014,-75.9545946,2022-12-08,Home Performance,Single Family,Natural Gas,
544.0,900,0,1,40.71217,-73.96372,2023-03-31,Electric Reduction,Single Family,Natural Gas,
10838.0,800,0,1,42.6479152,-78.3879699,2023-04-27,Home Performance,Single Family,Natural Gas,
775.0,1680,0,1,43.1094664,-77.7448848,2022-05-12,Home Performance,Single Family,Natural Gas,
6737.0,1716,0,1,43.0529373,-74.3424296,2023-02-02,Home Performance,Single Family,Natural Gas,
4592.0,1454,0,1,43.090764,-78.96109,2022-07-19,Home Performance,Single Family,Natural Gas,
12571.0,1197,0,1,43.25403,-77.613775,2023-05-18,Home Performance,Single Family,Natural Gas,
10863.0,1520,0,1,43.14476,-77.18748,2022-05-17,Home Performance,Single Family,Natural Gas,
21111.0,2655,0,1,41.70425,-73.92686,2023-03-07,Home Performance,Single Family,Oil,
16411.0,4000,0,2,40.6636308,-73.95541,2022-10-18,Home Performance,Single Family,Natural Gas,
9020.0,3000,0,2,40.67584,-73.87789,2022-12-06,Home Performance,Single Family,Natural Gas,
