Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Home Built Year Range,Project Cost Range,Location_1_latitude,Location_1_Longitude
2023-06-30,524765,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2022-01-06,13651.0,Natural Gas,,2244,1,Home Performance,Single Family,Building Shell,510.0,117.0,6.98100574072173,0,Missing,10000 - 20000,42.8753602,-78.8019756
2023-06-30,545544,Erie,Buffalo,14207,National Fuel Gas Distribution,National Grid,2022-09-29,7627.0,Natural Gas,,1134,1,Home Performance,Single Family,Building Shell,117.0,21.0,5.267858159063328,0,Missing,1000 - 10000,42.945525,-78.887125
2023-06-30,531886,Cattaraugus,Olean,14760,National Fuel Gas Distribution,National Grid,2022-03-31,5511.0,Natural Gas,,1200,1,Home Performance,Single Family,Building Shell,283.0,41.0,5.963579343618446,0,Missing,1000 - 10000,42.080465,-78.433915
2023-06-30,565874,Warren,Warrensburg,12885,National Grid,National Grid,2023-02-07,4400.0,Propane,,1300,1,Home Performance,Single Family,Building Shell,349.0,10.0,5.983936280687191,0,Missing,1000 - 10000,43.4946535,-73.7783624
2023-06-30,525418,Kings,Brooklyn,11207,National Grid,Consolidated Edison,2022-04-12,12552.0,Natural Gas,,1920,1,Home Performance,Single Family,Building Shell,1153.0,70.0,7.198183577101943,0,Missing,10000 - 20000,40.65926,-73.88949
2023-06-30,503246,Dutchess,Red Hook,12571,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2022-02-22,6208.0,Oil,,1279,1,Home Performance,Single Family,Building Shell,1197.0,34.0,6.715383386334681,0,Missing,1000 - 10000,41.993645,-73.879425
2023-06-30,562567,Monroe,Webster,14580,Rochester Gas & Electric,Rochester Gas & Electric,2023-01-30,7772.0,Natural Gas,,1666,1,Home Performance,Single Family,Building Shell,-442.0,41.0,5.762051382780177,0,Missing,1000 - 10000,43.2141056,-77.4345478
2023-06-30,555598,Monroe,Rochester,14605,Rochester Gas & Electric,Rochester Gas & Electric,2023-01-31,826.0,Natural Gas,,2449,1,Home Performance,Single Family,Building Shell,28.0,8.0,4.290459441148391,0,Missing,1 - 1000,43.165635,-77.59645
2023-06-30,571994,Ontario,Canandaigua,14424,Rochester Gas & Electric,New York State Electric & Gas,2023-06-22,13273.0,Natural Gas,,1521,1,Home Performance,Single Family,Building Shell,354.0,49.0,6.263398262591624,0,Missing,10000 - 20000,42.885965,-77.27875
2023-06-30,549317,Fulton,Gloversville,12078,National Grid,National Grid,2022-11-01,4662.0,Natural Gas,,1404,1,Home Performance,Single Family,Building Shell,1451.0,11.0,5.700443573390687,0,Missing,1000 - 10000,43.0529373,-74.3424296
2023-06-30,534602,Wayne,Lyons,14489,New York State Electric & Gas,New York State Electric & Gas,2022-05-17,9513.0,Natural Gas,,2146,1,Home Performance,Single Family,Building Shell,519.0,39.0,6.113682179832232,0,Missing,1000 - 10000,43.064965,-76.99033
2023-06-30,547805,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2022-12-29,5335.0,Natural Gas,,1388,1,Home Performance,Single Family,Building Shell,397.0,15.0,5.153291594497779,0,Missing,1000 - 10000,43.1983016,-77.6344761
2023-06-30,520443,Monroe,Pittsford,14534,Rochester Gas & Electric,Rochester Gas & Electric,2022-08-09,6358.0,Natural Gas,,2263,1,Home Performance,Single Family,Building Shell,510.0,19.0,5.393627546352362,0,Missing,1000 - 10000,43.09002,-77.51551
2023-06-30,547682,Livingston,Geneseo,14454,Rochester Gas & Electric,National Grid,2022-09-27,7808.0,Natural Gas,,984,1,Home Performance,Mobile,Building Shell,2244.0,20.0,6.129050210060545,0,Missing,1000 - 10000,42.7991507,-77.8206845
2023-06-30,572179,Monroe,Rochester,14619,Rochester Gas & Electric,Rochester Gas & Electric,2023-06-06,14681.0,Natural Gas,,1624,1,Home Performance,Single Family,Building Shell,-68.0,74.0,6.472346294500901,0,Missing,10000 - 20000,43.13596,-77.64898
2023-06-30,557825,Monroe,Rochester,14621,Rochester Gas & Electric,Rochester Gas & Electric,2023-01-17,10682.0,Natural Gas,,1304,1,Home Performance,Single Family,Building Shell,539.0,69.0,6.48768401848461,0,Missing,10000 - 20000,43.181935,-77.60976
2023-06-30,529338,Monroe,Webster,14580,Rochester Gas & Electric,Rochester Gas & Electric,2022-01-18,8202.0,Natural Gas,,1746,1,Home Performance,Single Family,Building Shell,0.0,45.0,5.976350909297934,0,Missing,1000 - 10000,43.2141056,-77.4345478
2023-06-30,517608,Oswego,Oswego,13126,National Grid,National Grid,2022-03-18,8154.0,Propane,,1051,1,Home Performance,Single Family,Building Shell,0.0,47.0,7.183111701743281,0,Missing,1000 - 10000,43.457085,-76.499485
2023-06-30,521039,Oneida,Cassville,13318,New York State Electric & Gas,New York State Electric & Gas,2022-09-08,7157.0,Propane,,980,1,Home Performance,Single Family,Building Shell,666.0,16.0,6.295266001439646,0,Missing,1000 - 10000,42.9443765,-75.249777
2023-06-30,539183,Queens,Queens,11434,National Grid,Consolidated Edison,2022-09-30,8015.0,Natural Gas,,1458,1,Home Performance,Single Family,Building Shell,878.0,43.0,6.75343791859778,0,Missing,1000 - 10000,40.665955,-73.77108
2023-06-30,558101,Erie,Buffalo,14221,National Fuel Gas Distribution,National Grid,2023-05-04,7048.0,Natural Gas,,1805,1,Home Performance,Single Family,Building Shell,370.0,59.0,6.311734809152915,0,Missing,1000 - 10000,42.9681916,-78.7376476
2023-06-30,556772,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2023-03-21,2672.0,Natural Gas,,2010,1,Home Performance,Single Family,Building Shell,607.0,20.0,5.5254529391317835,0,Missing,1000 - 10000,42.8753602,-78.8019756
2023-06-30,575417,Onondaga,Kirkville,13082,National Grid,National Grid,2023-05-02,4485.0,Natural Gas,,1444,1,Home Performance,Single Family,Building Shell,80.0,20.0,5.3612921657094255,0,Missing,1000 - 10000,43.0884549,-75.9840646
2023-06-30,525046,Erie,Angola,14006,National Fuel Gas Distribution,National Grid,2021-12-30,12173.0,Natural Gas,,1934,1,Home Performance,Single Family,Building Shell,443.0,80.0,6.608000625296087,0,Missing,10000 - 20000,42.6206618,-79.0914797
2023-06-30,551701,Suffolk,Holbrook,11741,National Grid,Long Island Power Authority,2022-11-22,10164.0,Oil,,4000,1,Home Performance,Single Family,Building Shell,299.0,31.0,6.710523109452428,0,Missing,10000 - 20000,40.79894,-73.080265
2023-06-30,558795,Onondaga,Syracuse,13208,National Grid,National Grid,2023-06-22,11328.0,Natural Gas,,1344,1,Home Performance,Single Family,Building Shell,291.0,59.0,6.525029657843462,0,Missing,10000 - 20000,43.0650476,-76.1505831
2023-06-30,543825,Erie,Depew,14043,National Fuel Gas Distribution,New York State Electric & Gas,2022-09-01,11221.0,Natural Gas,,1230,1,Home Performance,Single Family,Building Shell,535.0,48.0,6.1675164908883415,0,Missing,10000 - 20000,42.90153,-78.693005
2023-06-30,549794,Queens,Queens,11419,National Grid,Consolidated Edison,2023-03-23,12523.0,Natural Gas,,2208,1,Home Performance,Single Family,Building Shell,1176.0,60.0,7.080026499922591,0,Missing,10000 - 20000,40.69026,-73.818355
2023-06-30,528085,Montgomery,Minden,13339,National Grid,National Grid,2023-04-18,7919.0,Propane,,800,1,Home Performance,Mobile,Building Shell,636.0,15.0,5.883322388488279,0,Missing,1000 - 10000,42.937568962,-74.694080339
2023-06-30,546082,Westchester,Yonkers,10703,Consolidated Edison,Consolidated Edison,2023-01-31,12800.0,Natural Gas,,3300,1,Home Performance,Single Family,Building Shell,128.0,50.0,6.739336627357174,0,Missing,10000 - 20000,40.95863,-73.87898
2023-06-30,527985,Rockland,Monsey,10952,Orange & Rockland,Orange & Rockland,2022-02-01,1210.0,Natural Gas,,1050,1,Home Performance,Single Family,Building Shell,0.0,0.0,1.791759469228055,0,Missing,1000 - 10000,41.11271,-74.069045
2023-06-30,523708,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2023-01-25,4722.0,Natural Gas,,1190,1,Home Performance,Single Family,Building Shell,0.0,36.0,5.762051382780177,0,Missing,1000 - 10000,43.165865,-77.56504
2023-06-30,547536,Wayne,Ontario,14519,Rochester Gas & Electric,Rochester Gas & Electric,2022-10-13,16976.0,Natural Gas,,2016,1,Home Performance,Single Family,Building Shell,633.0,57.0,6.340359303727752,0,Missing,10000 - 20000,43.225795,-77.286155
2023-06-30,540208,Chautauqua,Jamestown,14701,National Fuel Gas Distribution,Municipal,2022-06-28,8573.0,Natural Gas,1977,1250,1,Home Performance,Single Family,Building Shell,0.0,31.0,5.583496308781699,0,1950 - 2000,1000 - 10000,42.099115,-79.238355
2023-06-30,538664,Niagara,Niagara Falls,14305,National Fuel Gas Distribution,National Grid,2023-04-20,5553.0,Natural Gas,,1176,1,Home Performance,Single Family,Building Shell,754.0,16.0,5.459585514144159,0,Missing,1000 - 10000,43.108065,-79.049
2023-06-30,562642,Dutchess,Fishkill,12524,Central Hudson Gas & Electric,Central Hudson Gas & Electric,2023-02-28,13004.0,Oil,,1264,1,Home Performance,Single Family,Building Shell,960.0,19.0,6.364750756851911,0,Missing,10000 - 20000,41.53425,-73.901355
2023-06-30,545110,Monroe,Rochester,14626,Rochester Gas & Electric,Rochester Gas & Electric,2022-12-01,4807.0,Natural Gas,,1276,1,Home Performance,Single Family,Building Shell,332.0,9.0,4.6913478822291435,0,Missing,1000 - 10000,43.21119,-77.696605
2023-06-30,558531,Oneida,Rome,13440,National Grid,National Grid,2023-01-17,12925.0,Oil,,1864,1,Home Performance,Single Family,Building Shell,1945.0,30.0,6.8001700683022,0,Missing,10000 - 20000,43.21118,-75.458425
2023-06-30,544057,Chautauqua,Dunkirk,14048,National Grid,National Grid,2022-08-04,5730.0,Natural Gas,,800,1,Home Performance,Single Family,Building Shell,293.0,18.0,5.272999558563747,0,Missing,1000 - 10000,42.483225,-79.33407
2023-06-30,561811,Rockland,Pomona,10970,Orange & Rockland,Orange & Rockland,2023-03-28,12662.0,Natural Gas,,1300,1,Home Performance,Single Family,Building Shell,891.0,47.0,6.5722825426940075,0,Missing,10000 - 20000,41.1909524,-74.0344298
2023-06-30,561947,Monroe,Brockport,14420,National Grid,Rochester Gas & Electric,2022-12-06,9442.0,Natural Gas,,1396,1,Home Performance,Single Family,Building Shell,583.0,25.0,5.683579767338681,0,Missing,1000 - 10000,43.214665,-77.940015
2023-06-30,552902,Suffolk,Wheatley Heights,11798,National Grid,Long Island Power Authority,2023-04-11,33904.0,Oil,,800,1,Home Performance,Single Family,Building Shell,1762.0,40.0,7.198183577101943,0,Missing,30000 - 40000,40.761515955,-73.369545724
2023-06-30,553460,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,2023-04-13,16184.0,Natural Gas,,2012,1,Home Performance,Single Family,Building Shell,1263.0,44.0,6.61472560020376,0,Missing,10000 - 20000,41.1106286,-74.0448266
2023-06-30,550526,Rockland,Stony Point,10980,Orange & Rockland,Orange & Rockland,2023-05-18,13350.0,Natural Gas,,1638,1,Home Performance,Single Family,Building Shell,119.0,37.0,6.118097198041348,0,Missing,10000 - 20000,41.22346,-73.9897
2023-06-30,549294,Rockland,Pearl River,10965,Orange & Rockland,Orange & Rockland,2022-09-27,13943.0,Natural Gas,,1677,1,Home Performance,Single Family,Building Shell,3.0,79.0,6.838405200847344,0,Missing,10000 - 20000,41.0583,-74.01925
2023-06-30,583434,Niagara,Lockport,14094,New York State Electric & Gas,New York State Electric & Gas,2023-06-29,11900.0,Natural Gas,,1400,1,Home Performance,Mobile,Building Shell,481.0,65.0,6.656726524178391,0,Missing,10000 - 20000,43.16942,-78.69168
2023-06-30,543324,Monroe,Rochester,14623,Rochester Gas & Electric,Rochester Gas & Electric,2022-07-19,17489.0,Natural Gas,,1600,1,Home Performance,Single Family,Building Shell,655.0,60.0,6.3818160174060985,0,Missing,10000 - 20000,43.0975,-77.618575
2023-06-30,546070,Orleans,Albion,14411,New York State Electric & Gas,National Grid,2023-01-27,8170.0,Natural Gas,,952,1,Home Performance,Mobile,Building Shell,33.0,33.0,5.814130531825066,0,Missing,1000 - 10000,43.243405,-78.193475
2023-06-30,562004,Onondaga,Baldwinsville,13027,National Grid,National Grid,2023-05-25,7202.0,Natural Gas,,1520,1,Home Performance,Single Family,Building Shell,344.0,8.0,4.859812404361672,0,Missing,1000 - 10000,43.18518,-76.29835
2023-06-30,565646,Monroe,Rochester,14615,Rochester Gas & Electric,Rochester Gas & Electric,2022-12-20,3930.0,Natural Gas,,1345,1,Home Performance,Single Family,Building Shell,258.0,37.0,5.8522024797744745,0,Missing,1000 - 10000,43.1983016,-77.6344761
2023-06-30,546812,Oneida,Utica,13502,National Grid,National Grid,2022-08-16,6749.0,Natural Gas,,1144,1,Home Performance,Single Family,Building Shell,369.0,24.0,5.7430031878094825,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,569933,Seneca,Waterloo,13165,New York State Electric & Gas,New York State Electric & Gas,2023-01-31,13941.0,Natural Gas,,1064,1,Home Performance,Single Family,Building Shell,480.0,30.0,5.877735781779639,0,Missing,10000 - 20000,42.9013852,-76.8627782
2023-06-30,538464,Oswego,Hannibal,13074,National Grid,National Grid,2022-08-18,15230.0,Propane,,1280,1,Home Performance,Single Family,Building Shell,1500.0,37.0,7.121252453244542,0,Missing,10000 - 20000,43.31688,-76.57583
2023-06-30,561161,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,2022-12-20,6984.0,Natural Gas,,4000,1,Home Performance,Single Family,Building Shell,671.0,25.0,5.652489180268651,0,Missing,1000 - 10000,43.165865,-77.56504
2023-06-30,564427,Saratoga,Saratoga Springs,12866,National Grid,National Grid,2023-04-13,10051.0,Natural Gas,,1890,2,Home Performance,Single Family,Building Shell,706.0,5.0,4.997212273764115,0,Missing,10000 - 20000,43.080115,-73.786645
2023-06-30,545812,Kings,Brooklyn,11204,National Grid,Consolidated Edison,2023-02-28,6777.0,Natural Gas,,1424,1,Home Performance,Single Family,Building Shell,306.0,41.0,6.561030665896573,0,Missing,1000 - 10000,40.622425,-73.984265
2023-06-30,568348,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2023-01-19,7284.0,Natural Gas,,1595,1,Home Performance,Single Family,Building Shell,668.0,33.0,5.886104031450156,0,Missing,1000 - 10000,43.15242,-77.6379
2023-06-30,563126,Delaware,Delhi,13753,New York State Electric & Gas,New York State Electric & Gas,2023-03-31,2269.0,Oil,,1342,1,Home Performance,Single Family,Building Shell,252.0,2.0,4.189654742026425,0,Missing,1000 - 10000,42.277665,-74.91643
2023-06-30,502790,Oswego,Mexico,13114,National Grid,National Grid,2022-03-22,7020.0,Propane,1891,2288,1,Home Performance,Single Family,Building Shell,972.0,29.0,6.580639137284949,0,1850-1900,1000 - 10000,43.4597287,-76.2326051
2023-06-30,560681,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,2023-02-23,7258.0,Natural Gas,,2095,1,Home Performance,Single Family,Building Shell,980.0,65.0,6.507277712385012,0,Missing,1000 - 10000,43.15242,-77.6379
2023-06-30,567037,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,2022-12-29,4602.0,Natural Gas,,1041,1,Home Performance,Single Family,Building Shell,332.0,11.0,4.897839799950911,0,Missing,1000 - 10000,42.8753602,-78.8019756
2023-06-30,507558,Fulton,Gloversville,12078,National Grid,National Grid,2022-11-11,9124.0,Oil,1963,1409,1,Home Performance,Single Family,Building Shell,1129.0,33.0,6.86171134048073,0,1950 - 2000,1000 - 10000,43.0529373,-74.3424296
2023-06-30,557389,Allegany,Wellsville,14895,National Fuel Gas Distribution,Municipal,2023-04-27,10570.0,Natural Gas,,3744,1,Home Performance,Single Family,Building Shell,472.0,50.0,6.240275845170769,0,Missing,10000 - 20000,42.12311,-77.94936
2023-06-30,574124,Rensselaer,Petersburgh,12138,New York State Electric & Gas,New York State Electric & Gas,2023-05-10,12377.0,Propane,,1664,1,Home Performance,Single Family,Building Shell,2467.0,40.0,7.324489979348532,0,Missing,10000 - 20000,42.767523075,-73.338656085
2023-06-30,563002,Monroe,Henrietta,14467,Rochester Gas & Electric,Rochester Gas & Electric,2023-04-06,15882.0,Natural Gas,,1232,1,Home Performance,Single Family,Building Shell,894.0,62.0,6.45833828334479,0,Missing,10000 - 20000,43.058193,-77.6179535
2023-06-30,568874,Erie,Buffalo,14207,National Fuel Gas Distribution,National Grid,2023-03-22,6003.0,Natural Gas,,1351,1,Home Performance,Single Family,Building Shell,332.0,17.0,5.220355825078324,0,Missing,1000 - 10000,42.945525,-78.887125
2023-06-30,574829,Erie,Buffalo,14204,National Fuel Gas Distribution,National Grid,2023-05-04,855.0,Natural Gas,,1330,1,Home Performance,Single Family,Building Shell,269.0,2.0,4.02535169073515,0,Missing,1 - 1000,42.87854,-78.862095
2023-06-30,573201,Seneca,Seneca Falls,13148,New York State Electric & Gas,New York State Electric & Gas,2023-06-27,7657.0,Natural Gas,,2062,1,Home Performance,Single Family,Building Shell,80.0,20.0,5.43372200355424,0,Missing,1000 - 10000,42.91278,-76.795365
2023-06-30,567765,Monroe,Rochester,14618,Rochester Gas & Electric,Rochester Gas & Electric,2023-01-05,4126.0,Natural Gas,,1401,1,Home Performance,Single Family,Building Shell,28.0,5.0,3.8066624897703196,0,Missing,1000 - 10000,43.129655,-77.568015
2023-06-30,537996,Broome,Binghamton,13904,New York State Electric & Gas,New York State Electric & Gas,2022-03-10,5028.0,Natural Gas,,1376,1,Home Performance,Single Family,Building Shell,0.0,22.0,5.389071729816501,0,Missing,1000 - 10000,42.111085,-75.8867
2023-06-30,534266,Queens,Queens,11375,National Grid,Consolidated Edison,2022-04-27,8250.0,Natural Gas,,3600,1,Home Performance,Single Family,Building Shell,1932.0,33.0,6.841615476477592,0,Missing,1000 - 10000,40.717165,-73.84078
2023-06-30,539120,Oneida,Rome,13440,National Grid,National Grid,2022-05-17,5337.0,Natural Gas,,1265,1,Home Performance,Single Family,Building Shell,208.0,27.0,5.777652323222656,0,Missing,1000 - 10000,43.21118,-75.458425
2023-06-30,530373,Tompkins,Newfield,14867,New York State Electric & Gas,New York State Electric & Gas,2022-02-16,2365.0,Oil,,1568,1,Home Performance,Single Family,Building Shell,0.0,8.0,5.147494476813453,0,Missing,1000 - 10000,42.38683,-76.55499
2023-06-30,470741,Fulton,St Johnsville,13452,National Grid,National Grid,2022-02-08,9160.0,Kerosene,1942,1380,1,Home Performance,Single Family,Building Shell,3648.0,127.0,6.961296045910167,0,1900 - 1950,1000 - 10000,43.000055163,-74.678032242
2023-06-30,551080,Onondaga,Liverpool,13088,National Grid,National Grid,2022-12-06,5653.0,Electric,,984,1,Home Performance,Single Family,Building Shell,1318.0,6.0,5.4510384535657,0,Missing,1000 - 10000,43.1058023,-76.2025329
2023-06-30,570544,Oneida,Utica,13502,National Grid,National Grid,2023-02-28,5595.0,Natural Gas,,4000,1,Home Performance,Single Family,Building Shell,465.0,19.0,5.568344503761097,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,541327,Erie,Akron,14001,National Grid,National Grid,2022-04-27,7623.0,Natural Gas,,980,1,Home Performance,Mobile,Building Shell,760.0,31.0,6.073044534100405,0,Missing,1000 - 10000,43.02314,-78.49815
2023-06-30,539110,Erie,East Amherst,14051,National Fuel Gas Distribution,New York State Electric & Gas,2022-05-12,1972.0,Natural Gas,,2830,1,Home Performance,Single Family,Building Shell,510.0,9.0,4.941642422609304,0,Missing,1000 - 10000,43.00486,-78.696395
2023-06-30,560536,Chautauqua,Jamestown,14701,National Fuel Gas Distribution,Municipal,2022-12-20,12434.0,Natural Gas,,925,1,Home Performance,Single Family,Building Shell,32.0,61.0,6.269096283706261,0,Missing,10000 - 20000,42.099115,-79.238355
2023-06-30,548298,Clinton,Plattsburgh,12903,New York State Electric & Gas,Municipal,2023-04-11,6861.0,Natural Gas,,3978,1,Home Performance,Single Family,Building Shell,2256.0,52.0,6.366470447731438,0,Missing,1000 - 10000,44.67125,-73.451965
2023-06-30,572437,St. Lawrence,Ogdensburg,13669,Saint Lawrence Gas,National Grid,2023-05-16,10112.0,Kerosene,,980,1,Home Performance,Mobile,Building Shell,1125.0,69.0,7.621684998724611,0,Missing,10000 - 20000,44.69457,-75.48625
2023-06-30,528007,Kings,Brooklyn,11219,National Grid,Consolidated Edison,2022-06-23,1002.0,Natural Gas,,1200,1,Home Performance,Single Family,Building Shell,0.0,2.0,3.6635616461296463,0,Missing,1000 - 10000,40.632085,-73.99876
2023-06-30,552036,Otsego,Richfield Springs,13439,New York State Electric & Gas,New York State Electric & Gas,2022-08-30,6515.0,Oil,,2100,1,Home Performance,Single Family,Building Shell,1074.0,31.0,6.683360945766275,0,Missing,1000 - 10000,42.852605,-74.98853
2023-06-30,496597,Erie,Angola,14006,National Fuel Gas Distribution,National Grid,2022-01-06,7960.0,Natural Gas,,829,1,Home Performance,Single Family,Heating and Cooling,368.0,58.0,6.306275286948016,0,Missing,1000 - 10000,42.6206618,-79.0914797
2023-06-30,482725,Broome,Kirkwood,13795,New York State Electric & Gas,New York State Electric & Gas,2022-04-05,20338.0,Kerosene,1980,952,1,Home Performance,Mobile,Building Shell,-1581.0,88.0,7.226209010100671,0,1950 - 2000,90000 - 100000,42.0945307,-75.8160477
2023-06-30,553759,Delaware,Sidney,13838,New York State Electric & Gas,New York State Electric & Gas,2022-10-18,11567.0,Oil,,1664,1,Home Performance,Single Family,Building Shell,48.0,42.0,6.81783057145415,0,Missing,10000 - 20000,42.3090327,-75.3935695
2023-06-30,576991,Queens,Queens,11429,National Grid,Consolidated Edison,2023-05-18,9985.0,Natural Gas,,1875,1,Home Performance,Single Family,Building Shell,313.0,66.0,7.066466970136958,0,Missing,1000 - 10000,40.709695,-73.73622
2023-06-30,544798,Oneida,Waterville,13480,New York State Electric & Gas,New York State Electric & Gas,2022-07-26,5001.0,Propane,,800,1,Home Performance,Single Family,Building Shell,1673.0,15.0,6.486160788944089,0,Missing,1000 - 10000,42.931105,-75.3785
2023-06-30,515246,Wayne,Lyons,14489,Rochester Gas & Electric,Rochester Gas & Electric,2022-03-22,31914.0,Oil,1982,2688,1,Home Performance,Mobile,Building Shell,-4221.0,116.0,7.498315870766981,0,1950 - 2000,30000 - 40000,43.064965,-76.99033
2023-06-30,560416,Rensselaer,Stephentown,12168,New York State Electric & Gas,New York State Electric & Gas,2023-02-23,8258.0,Propane,,938,1,Home Performance,Mobile,Building Shell,549.0,6.0,5.53338948872752,0,Missing,1000 - 10000,42.5497258,-73.3733957
2023-06-30,535867,Monroe,Rochester,14608,Rochester Gas & Electric,Rochester Gas & Electric,2022-05-12,7555.0,Natural Gas,,1224,1,Home Performance,Single Family,Building Shell,510.0,55.0,6.289715570908998,0,Missing,1000 - 10000,43.16379,-77.62659
2023-06-30,532980,Queens,Queens,11436,National Grid,Consolidated Edison,2022-06-03,10852.0,Natural Gas,,1512,1,Home Performance,Single Family,Building Shell,969.0,62.0,7.069874128458572,0,Missing,10000 - 20000,40.67391,-73.796005
2023-06-30,553464,Onondaga,Mattydale,13211,National Grid,National Grid,2023-03-23,5162.0,Natural Gas,,1550,1,Home Performance,Single Family,Building Shell,177.0,28.0,5.796057750765372,0,Missing,1000 - 10000,43.095630211,-76.116144273
2023-06-30,560722,Cattaraugus,Allegany,14706,New York State Electric & Gas,National Grid,2023-03-02,8734.0,Natural Gas,,1778,1,Home Performance,Single Family,Building Shell,1480.0,20.0,5.942799375126701,0,Missing,1000 - 10000,42.093498,-78.4904985
2023-06-30,554815,Niagara,North Tonawanda,14120,National Fuel Gas Distribution,National Grid,2022-12-20,8586.0,Natural Gas,,1261,1,Home Performance,Single Family,Building Shell,170.0,31.0,5.673323267171493,0,Missing,1000 - 10000,43.02966,-78.87383
2023-06-30,575267,Monroe,Rochester,14606,Rochester Gas & Electric,Rochester Gas & Electric,2023-05-25,10083.0,Wood,,1524,1,Home Performance,Single Family,Building Shell,-354.0,45.0,6.023447592961033,0,Missing,10000 - 20000,43.16463,-77.64152
2023-06-30,554932,Saratoga,Clifton Park,12065,National Grid,National Grid,2022-12-15,5752.0,Natural Gas,,2200,1,Home Performance,Single Family,Building Shell,1328.0,19.0,5.916202062607435,0,Missing,1000 - 10000,42.838995,-73.743245
2023-06-30,534886,Erie,Buffalo,14208,National Fuel Gas Distribution,National Grid,2022-07-07,6309.0,Natural Gas,,1860,1,Home Performance,Single Family,Building Shell,545.0,12.0,5.153291594497779,0,Missing,1000 - 10000,42.9174001,-78.852226
2023-06-30,554464,Queens,Queens,11412,National Grid,Consolidated Edison,2022-11-08,13494.0,Natural Gas,,2432,1,Home Performance,Single Family,Building Shell,332.0,70.0,7.052721049232323,0,Missing,10000 - 20000,40.692835,-73.75811
2023-06-30,545941,Oneida,New Hartford,13413,National Grid,National Grid,2022-07-14,4909.0,Natural Gas,,1584,1,Home Performance,Single Family,Building Shell,0.0,19.0,5.332718793265369,0,Missing,1000 - 10000,43.0684,-75.28726
2023-06-30,536529,Oswego,Oswego,13126,National Grid,National Grid,2022-05-12,5395.0,Natural Gas,,1500,1,Home Performance,Single Family,Building Shell,158.0,19.0,5.438079308923196,0,Missing,1000 - 10000,43.457085,-76.499485
2023-06-30,571990,Erie,Buffalo,14213,National Fuel Gas Distribution,National Grid,2023-04-13,13143.0,Natural Gas,,1858,1,Home Performance,Single Family,Building Shell,580.0,59.0,6.361302477572996,0,Missing,10000 - 20000,42.9152,-78.89393
2023-06-30,517740,Allegany,Bolivar,14715,National Fuel Gas Distribution,Rochester Gas & Electric,2022-08-25,15453.0,Wood,,1283,1,Home Performance,Single Family,Building Shell,768.0,140.0,7.293017679772782,0,Missing,10000 - 20000,42.0667331,-78.16686
2023-06-30,561428,Albany,Watervliet,12189,National Grid,National Grid,2023-04-13,5472.0,Natural Gas,,1400,1,Home Performance,Single Family,Building Shell,550.0,13.0,5.375278407684165,0,Missing,1000 - 10000,42.73036,-73.706175
2023-06-30,540405,Oneida,Utica,13502,National Grid,National Grid,2022-05-12,7240.0,Natural Gas,,800,1,Home Performance,Single Family,Building Shell,259.0,20.0,5.537334267018537,0,Missing,1000 - 10000,43.1010822,-75.2472726
2023-06-30,534597,Broome,Endicott,13760,New York State Electric & Gas,New York State Electric & Gas,2022-03-18,5122.0,Natural Gas,,1632,1,Home Performance,Single Family,Building Shell,0.0,23.0,5.429345628954441,0,Missing,1000 - 10000,42.110115,-76.032545
2023-06-30,526580,Saratoga,Greenfield Center,12833,National Grid,New York State Electric & Gas,2022-04-12,20958.0,Pellets,,2000,1,Home Performance,Single Family,Building Shell,-3900.0,50.0,5.69035945432406,0,Missing,90000 - 100000,43.1317017,-73.8434301
2023-06-30,534355,Oneida,Marcy,13403,National Grid,National Grid,2022-04-05,3387.0,Oil,,960,1,Home Performance,Single Family,Building Shell,510.0,15.0,5.91350300563827,0,Missing,1000 - 10000,43.1429374,-75.2724265
2023-06-30,550324,Madison,Oneida,13421,National Grid,National Grid,2022-10-18,14827.0,Natural Gas,,1420,1,Home Performance,Single Family,Building Shell,759.0,75.0,6.82001636467413,0,Missing,10000 - 20000,43.092965,-75.652545
2023-06-30,546237,Monroe,Hilton,14468,Rochester Gas & Electric,Rochester Gas & Electric,2022-10-13,6457.0,Natural Gas,,1632,1,Home Performance,Single Family,Building Shell,772.0,26.0,5.713732805509369,0,Missing,1000 - 10000,43.289475,-77.78763
